출원번호,초록,메인 ipc코드,서브 ipc코드1,서브 ipc코드2,메인 ipc코드
1.01992E+12,"[목적]자동판매기의 상품을 용이하게 꺼낼 수 있게끔 상품 꺼내는 곳을 전면 중앙부에 설치할 수 있게끔 한다.[구성]상하로 이동가능한 리프터상에 L자형 단면의 상품 반출용 버킷을 좌우 균등하게 경사이동 가능한 지레로 지지하여, 이 지레의 선단부가 본체내의 가이드 부재에 상하 어느 방향에서 접합해도 버킷을 경사이동시켜 상품을 다단 래크의 중앙부에 설치한 반출 컨베이어상에 송출 가능하게 한다.",G07F,,,G10K
1.01992E+12,"물품 저장, 수송 및 처리시스템은 다수의 물품을 수용할 수 있는 내부영역을 각각 구비한 다수의 수송용 콘테이너(10)와, 수송용 콘테이너상에 제공되어 대응하는 수송용 콘테이너에 의해 수용되는 물품에 대한 정보를 수신하고 저장하며 전송하고 표시하는 데이터 처리장치(40)를 포함한다. 다수의 워크스테이션(702)은 수송용 콘테이너중 하나의 수송용 콘테이너를 수용하고 물품중 선택된 하나의 물품을 처리한다. 워크스테이션은 수송용 콘테이너내의 적어도 하나의 물품이 적절한 워크스테이션에 도착하였는지의 여부를 검증하고, 중앙처리장치(720)와 통신함으로써 상태정보 및 처리정보를 수신하고 전송하며, 수송용 콘테이너상에 제공된 데이터 처리장치에 의해 저장된 정보를 전송한다. 시스템에는 상기 수송용 콘테이너를 수용하고, 수송용 콘테이너상에 제공된 데이터 처리장치(40)와 중앙처리장치간에 통신을 제공하며, 상기 데이터 처리장치에 의해 저장된 정보의 백업복사를 행하는 저장 스테이션이 포함된다.",G06F,,,G10L
1.01996E+12,"본 발명은, 교통이 혼잡한 대도시권내에서 개인간, 기업간 또는 개인과 기업간의 수하물 등을 빠른시간내에 효과적으로 전달하기 위해 일정한 시간간격으로 교통장애없이 운행되는 지하철과 전철을 운송수단으로 이용하여 이용자가 원하는 시간에 정확히 수하물 등을 수령할 수 있도록 하는 대도시권 택배시스템과 택배방법에 관한 것으로서, 지하철/전철(도면 미도시); 운송할 물건을 접수, 보관 또는 운송된 물건을 이용자가 수령하는 지하철/전철역(10); 및 지하철/전철이 운행되는 철로구간(11)을 포함하여 구성되어, 폭주하는 교통량이나 도로사정에 의하여 교통체증이 항상 일어나는 대도시권내에서도, 원하는 물건을 원하는 수령자에게 매우 신속하고 정확하게 배달할 수 있는 효과가 있을 뿐만 아니라, 물건을 운반하기 위한 교통량을 일부 대체하여 도로상의 교통량을 줄일 수 있고 또한 물건을 배달하기 위해 도로상에 낭비하던 물질적·시간적손실을 제거함으로써 국가의 총 경제적비용을 절감하게 하는 매우 경제적이고 유용한 효과가 있는 것이다.",G06Q,,,G01B
1.02E+12,"본 발명은 도시철도를 이용한 소화물 탁송방법에 관한 것으로, 더욱 상세하게는 많은 인원을 동시에 수송하고 교통체증이 심한 도심의 곳곳을 통과하는 도시철도에 별도의 소화물 객차를 부설하여 소화물의 탁ㆍ배송을 안전하고 신속하게 함으로서 물류이동에 따른 교통체증을 줄일 수 있는 도시철도를 이용한 소화물 탁송방법에 관한 것이다.본 발명에 따르면 소화물을 탁송할 때 탁송지와 인접한 역사(驛舍)에서 파견되는 촉탁자가 소화물을 수령하여 도시철도의 화물열차를 통해 배송지와 인접한 역사(驛舍)로 이송하고 이에 배치된 촉탁자가 배송지까지 간편하고 신속하게 배달하는 도시철도를 이용한 소화물 탁송방법이 제공된다.탁송지, 배송지, 화물열차, 물류통제실, 바코드",G09F,,,G11B
1.02003E+12,"                            본 발명은, 물품을 하역하는 적재스테이션간에 물품을 반송하는 반송시스템에 있어서, 물품의 반송효율을 향상시킴과 아울러 반송작업을 용이하게 할 수 있는 반송시스템을 제공한다.                본 발명에 따른 반송시스템은, 주행궤도(10)와, 상기 주행궤도(10)를 따라 이동가능한 복수의 반송대차(1~9)와, 주행궤도(10)의 도중에 배치되며 반송대차(1~9)에 대해 물품을 하역하는 복수의 적재스테이션(ST1~ST7)과, 주행궤도(10)의 도중위치에 배치된 버퍼(BF1)를 구비하고, 하나의 적재스테이션(ST3)에 배치되어 있는 반송대차(3)에 대해 다른 적재스테이션(ST2)으로의 반송요구가 이루어졌을 때에, 버퍼(BF1)에 배치되어 있는 반송대차(4)를 하나의 적재스테이션(ST3)으로 이동시키고, 다른 적재스테이션(ST2)에 배치되어 있는 반송대차(2)를 버퍼(BF1)로 이동시킨다.                                                            ",G05D,,,G08B
1.02001E+12,"본 발명은 택배물 관리 시스템에 있어서, 택배물의 수령인 부재시 빌딩의 공동 집하 장소에 수령된 택배물을 관리하는 시스템 및 그 제어 방법을 제공한다. 이를 위한 본 발명은 택배물 관리부, 출입 관리 서버, 출입 관리 제어부, 출입 감지부, 메인 서버로 구성된다. 택배물 관리부는 택배물 보관 데이터를 생성 및 관리하며, 생성된 택배물 보관 데이터를 출입 관리 서버와 메인 서버에 전송한다. 이에 출입 관리 서버는 상기 택배물 보관 데이터를 등록한 후, 출입 관리 제어부에 전송한다. 출입 관리 제어부는 수신된 택배물 보관 데이터의 수령인과 출입 관리 기기로부터 입력된 출입자의 신분과 비교하여 일치하면 출입자에게 택배물이 도착했음을 알리도록 출입 감지부를 제어한다. 이에 출입 감지부는 출입자에게 택배물이 도착했음을 알린다. 한편 메인 서버는 수신된 택배물 보관 데이터를 수령인의 댁내 단말기로 제공하여 수령인이 언제든지 수령된 택배물을 조회하게 한다. 위와 같이 택배물 수령인 부재 시 빌딩의 공동 집하 장소에 택배물을 보관하여 수령인이 빌딩을 출입할 때 택배물이 도착했다는 것을 수령인에게 알림으로써, 수령인은 신속하게 택배물을 수령할 수 있다. 택배물 보관 데이터, 택배물 수령 데이터. ",G07C,,,G05G
1.01999E+12,"본 발명은, 대도시권 전역에 걸쳐 구축된 전철 및 지하철을 이용하여, 소화물을 배달하는 소화물 배송장치 및 운송방법에 관한 것으로, 소화물이 도착될 도착역과 수취인 정보를 입력하는 1단계; 전철 및 지하철 노선 정보를 토대로 하여 현재 발송역에서부터 상기 입력된 도착역까지 가장 짧은 경로로 소화물을 운송하는 운송 경로를 검색하는 2단계; 상기 검색된 운송경로와, 상기 입력된 도착역 및 수취인 정보가 문자 및 전자 인식부호로 표기되는 송달표를 발매하는 3단계; 상기 소화물이 전철 또는 지하철을 통하여 도착역에 운송되면, 소화물에 부착된 송달표로부터 수취인 정보를 검출하여 입력되는 정보와 비교하는 4단계; 및 상기 비교 결과에 따라 소화물을 수취인에게 전달하는 5단계를 포함하여 이루어져, 대도시권 전역에 걸쳐 구축된 복잡한 전철 및 지하철 노선에서도 소화물을 도착역으로 신속 용이하게 배달할 수 있도록 하고, 소화물 도착사실 안내 및 수취인 확인동작이 신속 정확하게 수행되도록 하는 매우 유용한 발명인 것이다.송달표, 접수표, 전자인식부호, 역배서비스, 운송경로, 수취인정보",G06Q,,,G01R
1.01996E+12,"반도체 제조용 물류를 효율적으로 반송시켜 반도체 제조설비 및 반송장치의 가동율을 향상시키도록 된 반도체 제조용 물류 반송장치에 관한 것이다.본 발명의 구성은 복수의 포트가 구비되고 이동가능한 이송대와, 상기 이송대상에 설치되고 포트에 위치된 물류를 파지하여 공정설비로 로딩 및 언로딩시키는 다관절로봇으로 구성된 반도체 제조용 물류 반송장치에 있어서, 상기 이송대(11)에 X, Y축방향의 가이드홈(15)을 형성하고, 이 가이드홈을 따라 상기 3축 또는 4축의 다관절로봇(12)이 이동가능하게 설치되며, 상기 이송대의 포트(13)(14)는 다관절로봇을 중심으로 하여 양쪽에 복수로 구비되어 이루어진다.따라서 다관절로봇의 관절수가 감소됨으로써 로딩 및 언로딩시키기 위한 물류의 한계중량을 높임과 동시에 물류의 로딩 및 언로딩 시간도 단축시킬 수 있는 것이고, 공정설비쪽 포트의 크기를 축소시킬 수 있는 것이며, 포트수의 증가로 한 번에 반송할 수 있는 물류의 양이 증가되므로 반송능률 및 생산성이 향상되는 효과가 있다.",G05B,,,G02B
1.02001E+12,"본 발명은 복수의 절차로 이루어지는 물품의 배송과 관계해서 물품의 통과 지역 중 적정한 곳에 다수의 중간 도착지를 설정해서 상기 도착지에 설치된 바코드 장치를 통해 물품에 관한 정보 및 배송 정보를 획득하는 시스템에 관한 것으로 상기 바코드 장치는 인터넷을 통해 서버에 연결되고, 상기 서버는 상기 바코드 장치에서 전달된 물품 정보 및 배송 정보를 웹을 통해 공개하도록 시스템을 구성하고, 상기 바코드 장치는, 배송되는 물품에 부착되고, 물품에 관한 정보를 담고 있는 바코드, 광학적으로 표현된 상기 바코드를 판독해서 배송이 진행되고 있는 물품의 정보를 획득해서 디지털로 변환하는 바코드 리더, 및 상기 바코드 리더에서 읽은 물품의 정보에 추가해서 배송중인 위치 및 시간 등의 배송 정보를 일정한 연산 순서에 따라 생성해서 상기 서버로 인터넷을 통해 전송하는 호스트 컴퓨터로 구성되고, 상기 서버는 상기 바코드 장치로부터 전달된 물품 정보 및 배송 정보를 데이터 베이스로 작성해서 저장수단에 격납하고, 실시간으로 이를 웹을 통해서 수취인이 확인할 수 있도록 구성되는 것을 특징으로 한다. 인터넷, 웹, 바코드, 바코드리더, 데이터베이스, 물류, 배송, 실시간",G09F,,,G02F
1.01997E+12,"본 발명은 자동창고 물류관리시스템에 있어서 보다 신속하고 정확한 자동창고시스템의 UNIX-IPC(Inter-process communication)에 의한 데이터통신방법에 관한 것으로, 그 방법은 컨베이어 구동모터와 컨베이어 이송제어기(4)를 이용하여 스태커크레인으로부터 입/출고되는 버킷의 이송을 수행하는 부품 입출고단계와; 피킹랙의 블록마다 설치되어 자동창고제어용 컴퓨터에 의해 제어되면서 상기 입/출고되어 재배열된 버킷으로부터의 피킹작업에 관한 처리를 수행하는 블록콘트롤러(6)와 피킹완료버튼,램프구동부,표시기의 작업을 포함하는 피킹작업처리단계와; 상기 부품을 적재한 버킷을 모터콘트롤러(8)와 위치이동모터(10)를 이용하여 이동시키고 위치센서(12)를 이용하여 적절한 위치로 이동시키는 위치이동단계 및; 상기 자동창고용 컴퓨터에서 처리된 데이터를 전자적으로 주사하는 상을 이용하여 미소한 도트의 집합체를 형성하고 농담이나 색채는 다시 다층상으로 나누어서 처리하는 화면표시단계(16)를 포함하여 이루어짐으로, 신속함을 기본으로 하여 데이터의 신뢰도를 극대화함으로써 시스템의 안전도를 향상시키고, 송수신속도와 물동량처리능력을 향상시켜 시스템의 효율적인 관리를 할 수 있다.",G06Q,G05B,,G09B
